"V1"
32.28
32.28
32.28
32.28
32.28
32.28
48.78
32.28
48.88
50.28
32.28
32.28
32.28
32.28
32.28
32.28
48.58
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
32.28
32.28
48.88
50.28
48.88
32.28
32.28
32.28
32.28
32.28
50.28
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
32.28
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
50.28
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
55.78
55.78
50.28
50.28
53.78
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
56.28
56.28
50.28
32.28
53.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
46.28
50.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
56.28
50.28
50.28
52.2
46.28
32.28
32.28
32.28
32.28
32.28
41.28
41.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
61.28
50.28
50.28
51.84
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
49.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
50.28
35.28
32.28
53.78
41.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
33.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
46.28
46.28
32.28
32.28
32.28
32.28
32.28
32.38
32.38
32.38
32.38
32.38
33.28
50.28
33.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
41.28
32.28
32.28
32.28
46.28
46.28
46.28
46.28
32.38
32.38
32.28
32.28
32.28
50.28
50.28
49.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
32.28
49.97
49.97
50.28
50.28
50.28
51.28
51.28
50.28
49.28
33.28
49.28
49.97
32.28
50.28
50.28
49.97
49.97
49.97
32.28
33.28
33.28
33.28
33.28
33.28
49.28
46.28
49.28
46.28
46.28
49.28
49.28
46.28
46.28
46.28
46.28
46.28
33.28
46.28
50.28
46.28
49.28
49.28
33.28
33.28
33.28
33.28
33.28
33.28
51.28
51.23
51.28
51.28
51.28
51.28
51.28
51.28
51.28
51.28
51.28
51.28
33.28
51.28
51.28
51.28
51.23
51.23
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
51.28
34.28
34.28
34.28
33.28
33.28
33.28
33.28
33.28
51.28
51.28
51.28
33.28
51.23
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
35.28
51.28
51.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
51.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
33.28
35.28
51.28
35.29
51.27
51.28
51.28
51.28
51.28
51.27
51.27
51.27
51.27
35.28
51.28
51.28
51.28
51.28
35.28
33.28
33.8
33.8
33.8
33.8
33.8
49.8
33.8
33.8
33.8
49.8
49.8
49.8
49.79
33.8
33.8
33.8
34.8
34.8
51.8
51.8
51.8
49.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
47.95
49.46
33.8
33.8
33.8
34.8
34.8
33.8
34.8
34.8
34.8
34.8
34.8
51.8
51.8
51.8
34.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34.8
34.8
34.8
33.8
34.8
34.8
33.8
33.8
33.8
33.8
33.8
33.8
34.8
51.8
34.8
34.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34.8
34.8
34.8
35.8
33.8
33.8
33.8
33.8
33.8
33.8
34.8
51.8
33.8
49.14
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34.9
35.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
35.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.8
33.8
33.8
33.8
33.8
34.9
49.7
33.8
33.8
33.8
33.8
33.8
33.8
49.7
51.8
49.7
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
51.8
33.8
33.8
33.8
33.8
49.79
49.8
33.8
33.8
33.8
33.8
33.8
33.8
49.79
51.8
49.79
50.7
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.79
51.8
49.79
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.8
33.8
33.8
33.8
33.8
33.8
49.78
33.8
33.8
33.8
33.8
33.8
34.8
49.8
51.8
49.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.3
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.9
49.3
49.3
49.3
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
51.8
51.8
51.8
51.8
51.8
33.8
33.8
33.8
33.8
33.8
54.8
55.8
54.8
51.8
48.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34.85
33.8
33.8
33.8
33.8
33.8
54.8
55.8
55.8
51.8
33.8
49.8
33.8
33.8
33.8
33.8
33.8
52.8
51.8
34.85
33.9
34.85
51.8
51.8
51.8
34.85
33.8
33.8
33.9
34.85
54.3
55.8
54.8
51.8
54.3
51.8
33.8
33.8
33.8
33.8
51.8
54.3
51.8
51.8
51.8
54.8
54.8
54.8
51.8
51.8
51.8
51.8
51.8
51.8
54.8
56.8
54.8
51.8
54.3
51.8
33.8
33.8
33.8
33.8
49.8
54.3
51.8
51.8
51.8
51.8
51.8
51.8
51.8
51.8
51.8
51.8
51.8
34.8
54.8
57.8
54.8
51.8
54.3
54.3
33.8
33.8
33.8
33.8
49.8
54.8
54.3
54.3
54.3
54.3
54.3
54.8
54.3
54.3
54.3
54.3
54.3
33.8
58.8
59.8
54.8
33.8
33.8
49.8
33.8
33.8
33.8
33.8
49.8
58.8
58.8
55.8
55.8
58.8
58.8
58.8
55.8
55.8
54.5
54.5
34.85
55.8
58.8
60.8
58.8
54.6
55.8
55.8
39.8
34.15
33.8
33.8
39.8
55.8
23.06
23.8
39.8
55.8
55.4
55.8
55.8
23.8
23.8
23.8
23.8
23.8
58.8
60.8
58.8
23.8
39.8
55.8
53.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34.15
54.8
54.8
23.06
54.8
23.06
23.06
23.06
23.06
34.15
53.8
55.8
54.8
23.06
33.8
34.15
33.8
33.8
33.8
33.8
55
57.8
55.8
55.3
55.8
55.8
55.8
56.8
55.8
55.8
34.15
55.8
55.8
56.8
57.8
60.8
57.8
55.8
55.8
55.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
53.8
56.8
33.8
49.8
49.8
49.8
49.8
49.8
56.8
57.8
56.8
49.8
49.8
33.8
33.8
33.8
33.8
33.8
33.8
56.79
49.8
49.8
49.8
56.8
56.8
56.8
49.8
49.8
49.8
49.8
49.8
49.8
56.8
56.8
56.8
49.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
54.79
49.8
49.8
49.8
55.3
55.3
55.3
49.8
33.8
33.8
33.8
33.8
49.8
55.8
56.8
55.8
46.58
33.8
33.8
33.8
33.8
33.8
33.8
33.8
49.8
44.8
34
44.8
49.8
52.8
52.8
44.8
33.8
24
24
33.8
49.8
53.75
54.8
52.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
34
44.8
44.8
44.8
33.8
33.8
33.8
33.8
33.8
33.8
44.8
47.8
34.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
53.8
34
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
33.8
54.8
55.8
33.8
33.8
33.8
33.8
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
54.14
57.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
53.86
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
54.14
57.14
53.7
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
35.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
55.14
55.14
56.34
57.14
57.14
34.14
34.14
34.14
34.14
34.14
57.14
57.14
57.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
57.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
60.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
60.14
34.14
60.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
57.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
60.64
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
61.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
55.14
61.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
61.14
61.14
55.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
63.14
63.14
56.03
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
56.04
59.14
59.14
56.03
34.14
34.14
34.14
34.14
34.14
63.14
63.14
59.14
56.03
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
57.14
63.64
57.14
55.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
62.14
63.64
62.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
59.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
63.14
63.14
63.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
59.14
62.14
69.14
62.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
34.14
35.14
35.14
35.14
35.14
34.14
55.14
56.64
35.14
35.14
35.14
35.14
35.14
59.14
68.64
68.64
68.64
59.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
60.14
60.14
60.14
60.14
60.14
60.14
60.14
35.14
57.34
60.14
60.14
60.14
69.14
69.14
65.14
60.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
61.14
35.14
56.04
35.64
61.14
62.91
61.14
35.14
35.14
35.14
35.14
58.38
75.14
75.14
75.14
65.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
21.53
21.53
21.53
21.53
21.53
21.53
21.53
21.53
21.53
21.53
21.53
21.53
65.14
65.14
34.14
21.53
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
21.53
21.53
45.14
45.14
45.14
45.14
45.14
35.14
35.14
21.53
21.53
21.53
50.14
64.14
50.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.94
35.14
35.14
21.53
35.14
35.14
35.14
65.14
69.14
65.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
55.14
21.53
21.53
35.14
35.14
35.14
35.14
35.14
21.53
35.14
35.14
35.14
35.14
65.64
68.14
65.64
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
45.05
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
21.53
58.74
66.64
54.14
21.53
35.14
35.14
35.14
35.14
35.14
35.14
35.14
45.05
35.14
21.53
35.14
21.53
21.53
21.53
35.14
35.14
21.53
35.14
35.14
35.14
58.74
65.14
45.05
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
35.14
21.53
54.14
65.14
45.05
35.14
35.14
35.14
37.33
37.33
37.33
37.33
37.33
37.33
23.58
36.33
36.33
36.33
36.33
37.33
37.33
36.33
36.33
36.33
31.33
36.33
37.43
56.33
46.24
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
47.17
51.33
37.43
37.33
37.33
37.33
37.33
51.33
65.33
69.33
65.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
56.33
56.33
56.33
56.33
37.33
37.33
37.33
37.33
56.33
65.33
69.33
65.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
38.53
25.53
33.33
56.33
56.33
56.33
56.33
25.53
25.83
25.83
38.13
54.33
63.33
65.33
61.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
54.33
25.53
54.33
54.33
55.33
55.33
54.33
33.33
33.33
33.33
38.13
54.33
65.33
69.33
63.33
56.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
55.33
55.33
55.33
64.33
64.33
65.33
55.33
55.33
55.33
55.33
55.33
55.33
71.33
71.33
65.33
54.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.58
37.33
55.33
55.33
55.33
55.33
55.33
37.33
37.33
33.33
23.58
54.33
55.33
65.33
65.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.58
26.83
37.33
37.33
37.33
37.33
37.33
37.33
33.33
23.58
26.83
23.58
54.33
55.33
54.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
54.33
54.33
55.33
55.33
55.33
55.33
55.33
54.33
54.33
54.33
54.33
55.33
71.33
76.33
65.33
54.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
55.33
55.33
55.33
55.33
55.33
56.33
55.33
55.33
54.33
55.33
55.33
56.33
71.33
71.33
65.33
54.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
60.33
60.33
60.33
60.33
61.33
61.93
61.33
60.33
60.33
60.33
60.33
66.33
70.93
71.33
66.33
60.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
59.83
59.83
59.83
59.83
59.83
59.83
59.83
59.83
59.83
59.83
59.83
59.83
70.93
71.33
60.33
59.83
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
55.33
55.33
55.33
55.33
57.23
57.23
57.23
55.33
55.33
55.33
55.33
57.23
71.33
71.33
57.23
57.23
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
25.75
37.33
37.33
37.33
37.33
47.17
47.17
37.33
37.33
26.83
26.83
37.33
53.33
55.83
53.33
53.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
25.75
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
36.33
25.75
37.33
51.33
51.83
51.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.63
37.33
51.33
51.33
51.33
51.83
51.83
51.33
51.33
51.33
51.33
51.33
59.83
59.83
55.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
51.33
54.33
54.33
55.33
55.33
55.33
51.33
51.33
51.33
54.33
55.33
59.83
67.33
55.33
51.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
26.83
37.33
50.83
50.83
50.83
51.13
51.13
50.83
50.83
37.33
37.33
50.83
59.83
59.83
51.13
58.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.58
23.63
23.63
23.63
23.63
23.63
26.83
23.63
23.63
23.63
23.58
23.58
59.33
61.23
59.33
23.73
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.63
24.33
25.75
25.75
25.75
25.75
25.75
24.33
24.33
24.33
24.33
24.33
26.83
51.33
25.75
25.75
37.33
26.83
37.33
37.33
37.33
37.33
37.33
37.33
24.33
25.75
26.83
50.83
36.33
51.33
61.53
25.75
25.75
25.75
25.75
25.75
66.33
76.33
66.33
25.75
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.58
26.33
61.33
61.33
46.33
46.33
46.33
46.33
46.33
26.83
46.33
26.33
61.33
62.23
61.33
46.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
26.83
46.33
46.33
46.33
51.33
55.33
51.83
26.33
26.83
26.33
51.33
51.83
60.23
60.23
51.83
46.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
59.33
59.33
59.33
59.33
59.33
59.33
59.33
37.33
37.33
37.33
37.33
59.33
66.33
71.33
66.33
66.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
67.33
60.83
67.33
67.33
67.83
67.83
67.33
59.83
59.83
61.63
61.83
67.33
71.33
76.33
71.33
67.83
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
61.33
75.33
75.33
71.33
63.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
26.83
25.88
37.93
25.88
26.83
61.33
37.33
25.88
26.83
25.88
26.83
25.88
61.33
62.33
61.33
61.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
26.33
26.83
61.33
61.33
61.33
62.33
62.33
51.33
26.83
26.33
26.33
26.83
61.33
76.33
61.33
61.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
37.33
23.63
23.63
37.33
26.83
26.83
37.33
45.33
45.33
23.63
23.63
23.63
23.63
60.83
61.33
60.83
45.33
37.33
37.33
37.32
37.32
37.32
37.32
37.32
37.32
23.1
23.62
44.32
44.32
44.32
44.32
51.32
25.32
25.32
23.62
25.32
25.32
56.32
61.32
61.32
44.32
37.32
37.32
25.28
25.28
25.28
25.28
37.32
37.32
51.32
47.05
51.32
51.32
51.32
51.32
51.32
46.32
46.32
46.32
46.32
51.32
53.32
61.32
53.32
47.05
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
25.28
25.28
49.32
49.32
49.32
49.32
49.32
25.28
25.28
25.28
26.32
26.32
61.32
61.32
60.32
49.32
37.32
25.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
41.32
41.32
41.32
41.32
41.32
37.32
37.32
37.32
37.32
41.32
61.32
61.32
47.05
41.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
51.12
59.32
59.32
60.32
59.32
37.32
37.32
37.32
37.32
51.12
59.32
59.32
58.32
51.22
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
25.32
25.32
37.32
45.32
37.32
25.32
26.32
25.32
37.32
37.32
45.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
23.1
37.32
37.32
23.1
23.1
23.1
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.77
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
25.28
25.28
26.32
25.28
25.28
26.32
25.28
25.28
25.28
25.28
25.28
37.32
63.32
76.32
47.05
26.32
37.32
23.67
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
51.32
37.32
37.32
37.32
37.32
37.32
37.32
51.32
63.32
51.32
37.97
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
46.32
47.05
37.32
37.32
37.32
37.32
37.32
47.05
51.32
63.62
51.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
47.05
37.32
37.32
37.32
37.32
37.32
37.32
44.32
51.22
44.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.82
37.32
37.32
37.32
37.32
37.32
37.32
51.32
52.32
51.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
25.28
25.28
37.62
25.28
25.28
25.28
51.32
25.28
25.28
25.28
25.28
25.28
66.32
66.32
66.32
62.32
37.32
37.32
37.77
37.32
37.32
37.32
37.32
37.32
25.28
25.28
37.32
25.28
25.28
25.28
37.32
37.32
25.28
25.28
25.28
25.28
37.32
51.32
37.32
51.32
37.32
37.77
37.22
37.22
37.22
37.22
37.32
37.32
37.32
37.32
25.28
25.28
25.28
51.22
25.28
25.28
25.28
25.28
25.28
25.28
51.32
76.32
51.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.77
37.32
37.32
37.32
37.32
37.32
37.32
76.32
76.32
76.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
23.32
23.32
37.82
41.32
41.32
47.05
41.32
23.32
23.32
23.32
23.32
41.32
76.32
76.32
61.32
23.68
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.82
41.32
41.32
47.05
51.22
47.05
23.22
37.32
37.32
23.22
41.32
47.05
63.72
23.22
51.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
23.22
23.22
37.32
37.32
41.32
47.05
41.32
37.32
26.32
37.32
37.32
37.32
41.32
65.92
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
23.1
23.22
23.22
23.22
23.22
26.32
38.32
23.22
23.22
23.22
23.22
23.22
66.32
69.32
65.02
38.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
37.32
23.1
25.28
26.32
25.28
25.28
25.28
37.32
37.32
25.28
25.28
25.28
25.28
23.1
38.32
23.1
23.1
37.32
37.32
26.32
26.32
26.32
26.32
26.32
38.32
23.22
23.22
26.32
23.22
37.82
38.32
37.82
23.22
23.22
23.22
23.22
37.82
38.32
38.32
23.22
23.22
38.32
26.32
38.32
38.32
38.32
38.32
38.32
38.32
23.27
23.27
26.32
23.27
37.82
38.32
38.32
23.27
23.27
23.27
23.27
23.27
38.32
72.32
23.27
38.32
38.32
23.27
38.32
38.32
38.32
38.32
38.32
38.32
23.32
23.32
38.32
23.32
38.32
38.42
26.32
23.32
23.32
23.32
23.32
38.32
46.32
73.32
38.32
38.32
38.32
23.32
38.32
38.32
25.28
38.32
38.32
38.32
23.32
23.32
23.32
23.32
23.32
38.32
23.32
38.32
38.32
38.32
38.32
38.32
23.32
38.42
